"ID","EjBetalat","LanPerManad","TotaltLan","Fastighetsvarde","ArPaArbete","NBetAnmark","NForsenBetal","KreditAlder","Nkreditprovningar","Nkrediter","KvotKreditInk","AnledningID","ArbeteID"
1452,0,11000,50716,61492,3,0,1,90.23032976,0,20,38.25586202,1,3
1453,1,11000,77517,86214,2,2,0,352.3791379,0,28,28.03021421,2,4
1454,0,11000,56795,70014,3,0,1,319.7957713,0,10,33.59617086,1,3
1455,1,11000,45000,63775,14,0,0,173.1666667,0,18,33.77992,1,3
1456,1,11000,49000,66922,11,0,2,91,3,32,33.77992,1,3
1457,0,11000,108095,137000,3,0,0,277,1,46,33.77992,1,4
1458,0,11000,15129,29375,6,0,1,102.4333333,0,17,33.77992,1,2
1459,0,11000,74596,98000,6,0,0,108.5333333,1,27,33.77992,2,4
1460,0,11000,85149,106820,10,0,0,240.4333333,0,25,33.77992,2,1
1461,0,11000,102000,120000,3,0,0,125.8,1,26,33.77992,1,3
1462,0,11000,63847,86500,26,0,0,170.4333333,2,14,33.77992,2,2
1463,1,11000,54100,70438,2,3,1,115.6,1,25,33.77992,1,6
1464,1,11000,66400,81500,9.5,0,0,215.0666667,0,65,33.77992,1,3
1465,1,11000,63975,235000,4,5,0,123.7666667,1,17,33.77992,2,4
1466,1,11000,53700,68000,6,0,0,101.5,0,13,33.77992,1,1
1467,1,11000,62227,81250,9,0,5,123.7666667,3,34,33.77992,1,2
1468,1,11000,41000,63450,2.9,0.25457,0,179.7663,1.186055,21.2961,33.77992,2,3
1469,1,11000,122751,140000,5,0,0,116.7,2,30,33.77992,1,3
1470,1,11000,85474,118125,2.5,2,0,132.9333333,1,9,33.77992,2,2
1471,0,11000,131949,165096,5,0,0,440.4212537,0,42,26.90476645,2,4
1472,0,11000,116361,143318,15,0.25457,1,181.0707932,1,32,30.03284549,1,4
1473,0,11000,54641,65705,5,0,0,323.1929276,0,10,33.29962839,1,3
1474,0,11000,85758,108661,11,0,0,255.2874154,0,24,29.43486714,2,1
1475,0,11000,60123,74887,3,0,1,242.2497611,2,16,37.68016976,2,3
1476,0,11000,43614,60831,3,0,2,84.44474614,0,20,36.67364815,1,3
1477,0,11000,83639,98081,10,0,0,155.3712203,4,22,42.53968571,1,3
1478,0,11000,50178,64427,5,0,0,67.63628905,1,11,28.68992836,1,3
1479,0,11000,77723,107245,5,0,0,115.5585296,0,26,26.91192966,2,4
1480,0,11000,46093,60563,4,0,0,190.4821643,1,21,29.57814813,1,1
1481,1,11000,85008,73223,7,0,2,197.1200454,0,23,41.44105202,2,1
1482,0,11000,106762,123138,2,0,0,131.0119157,0,25,32.80374334,1,3
1483,0,11000,92521,110704,13,0,0,208.8984853,2,16,39.25043329,1,3
1484,1,11000,49000,68000,2,2,3,9.1,3,15,33.77992,2,3
1485,0,11000,73760.82,56851,10,0,0,308.4356492,2,13,31.07561658,2,3
1486,0,11000,48893,113223,7,0,1,237.0980813,0,9,22.00337641,1,4
1487,0,11100,47689,52910,21,1,1,224.4807501,1,18,34.94707658,2,1
1488,0,11100,59232,71157,5,0.25457,0,108.2171605,1.186055,24,40.09183182,1,1
1489,0,11100,73760.82,50262,5,0.25457,0,175.7568875,1.186055,8,22.95686376,2,1
1490,1,11100,52028,77316,8.922268,0,2,194.4848973,1,12,30.79767437,2,3
1491,0,11100,79226,88112,10,0,1,179.6482736,1,12,40.67090473,1,4
1492,0,11100,72402,86584,8,0,0,102.9720787,0,22,29.6557132,1,1
1493,0,11100,17430,68499,20,0,2,403.9654009,1,12,21.75864261,1,4
1494,1,11100,73760.82,26400,8,0,0,179.7663,2,0,33.77992,2,3
1495,0,11100,82849,113913,10,0,1,167.3610299,0,27,35.76333348,2,4
1496,0,11100,27861,47737,8,0,0,89.49211666,0,4,34.05094936,2,3
1497,0,11100,82329,100139,5,0,0,108.5325636,0,26,26.0992587,2,4
1498,0,11100,80922,95105,3,0,0,90.88129226,2,31,38.12081057,1,3
1499,0,11100,73760.82,67005,8.922268,0,0,364.3759758,0,7,36.67473432,2,3
1500,1,11100,68784,85464,2,0,0,117.9983043,0,14,36.04425175,1,4
1501,0,11100,52029,71376,4,0,1,250.2521648,2,16,38.48364844,2,3
1502,0,11100,61856,77275,4,0,1,243.7137741,1,16,36.56411956,2,3
1503,0,11100,105226,122901,3,0,0,113.6887804,1,26,33.89664298,1,3
1504,0,11100,53232,86703,16,0,0,183.2062075,0,29,26.87488997,2,3
1505,1,11100,52900,91741,8.922268,1,1,93.1103527,1.186055,8,40.76145307,2,3
1506,0,11100,75392,89976,9,0,0,163.7035554,1,12,39.27188478,1,4
1507,0,11100,31999,61406,31,0,0,239.0505566,0,19,20.96127294,1,3
1508,0,11100,73760.82,101776,8.922268,0.25457,0,179.7663,1.186055,21.2961,26.23245922,1,3
1509,0,11100,54496,71895,6,0,0,125.7657749,0,16,35.50677407,2,3
1510,0,11100,56999,67427,8,0,0,139.513915,0,16,35.8924361,2,3
1511,0,11100,67366,102936,9,0,0,213.2814957,0,20,19.07865117,1,3
1512,0,11100,35782,45550,8,0,0,109.2843458,0,3,36.15980592,2,3
1513,0,11100,148235,182053,4,0,0,198.8097171,0,55,33.53872615,2,2
1514,0,11100,48031,107561,5,0,1,226.7811051,0,9,24.19032662,1,4
1515,0,11100,43167,60209,3,0,1,80.36819698,0,20,37.49079882,1,3
1516,0,11100,50350,58837,6,0,0,80.84321682,0,10,28.79316627,1,3
1517,0,11200,32562,47220,8,0.25457,1,151.2858674,7,29,38.01913505,1,3
1518,0,11200,66868,107794,10,0,0,152.9298285,1,12,39.64082898,1,2
1519,0,11200,93649,113833,13,0,0,205.1172457,3,16,39.12613026,1,3
1520,0,11200,29348,87351,20,0,0,224.3948946,0,11,26.1296273,2,4
1521,0,11200,44966,55114,1,0,0,173.9618974,1,21,37.4566221,1,2
1522,0,11200,23181,80140,21,0,0,221.4180934,0,10,25.46264153,2,4
1523,0,11200,68890,84059,12,0,0,254.0196893,3,36,41.4339438,1,2
1524,0,11200,17411,86102,10,0,0,267.9701094,0,13,22.08919992,1,3
1525,1,11200,114000,139200,5,0,0,213.5666667,1,36,33.77992,1,1
1526,0,11200,56842,66710,6,0,0,144.7952204,0,17,33.8858765,2,3
1527,1,11200,56877,65125,6,2,0,12.17692857,0,1,33.24121888,2,3
1528,0,11200,62752,73003,13,0,0,226.5659049,3,31,38.33979805,1,4
1529,0,11200,65508,103523,12,0,0,154.4273677,0,12,37.5754361,1,2
1530,0,11200,153103,181849,6,0,0,186.249507,0,55,33.99556536,2,2
1531,1,11200,68990,81922,12,0,1,120.8858112,2,23,43.15987533,1,1
1532,0,11200,73760.82,48150,3,0.25457,0,165.7680172,1.186055,9,22.30223437,2,1
1533,0,11200,19496,73140,20,0,1,399.2426919,1,12,23.37450457,1,4
1534,0,11300,57377,75038,4,0,0,91.21996117,1,15,25.14027972,1,2
1535,0,11300,124205,196124,0,0,1,332.7233895,0,15,40.12016832,2,2
1536,0,11300,64437,79857,5,0,0,88.78915597,2,14,27.89926789,1,2
1537,0,11300,61810,79817,6,0,0,98.2241442,1,14,25.52507894,1,2
1538,0,11300,73760.82,66345,8.922268,0,0,357.1438193,0,6,34.60197381,2,3
1539,0,11300,62168,80681,6,0,0,117.3762292,0,34,27.69452127,1,5
1540,0,11300,56651,71353,29,1,2,176.9129878,1,24,38.54444186,2,3
1541,0,11300,46120,52911,19,0,0,229.4415778,1,17,36.33481436,2,1
1542,0,11300,77926,89216,6,0,0,146.8101541,2,26,39.46696422,1,1
1543,0,11300,129489,195105,0,0,1,356.3134858,0,16,41.63401796,2,2
1544,0,11300,54984,63958,4,0,0,190.92093,1,16,28.08685484,1,1
1545,0,11300,40752,53683,22,0,1,129.7580621,0,23,38.42588111,2,3
1546,0,11300,73760.82,28600,20,0,0,190.0312176,0,15,39.00867302,2,2
1547,1,11300,29000,59900,3,1,0,91.63333333,4,11,33.77992,2,1
1548,1,11300,56602,71500,11,2,1,52.8,12,20,33.77992,1,2
1549,0,11300,66814,82021,4,2,3,173.7118385,3,29,38.55692945,1,2
1550,0,11300,16115,69113,22,0,2,403.5149997,0,12,22.16824452,1,4
1551,0,11300,77846,101984,5,0,0,112.3848455,1,27,28.29873364,2,4
1552,0,11300,114392,214523,2,0,0,132.0976599,1,15,26.25183034,2,4
1553,1,11300,62568,79009,4,0,3,295.3346697,0,19,28.60025223,2,2
1554,1,11300,73760.82,101776,8.922268,0.25457,0,179.7663,1.186055,21.2961,33.77992,2,3
1555,0,11300,78902,100332,4,0,0,116.9987995,0,26,34.68307147,1,4
1556,0,11300,73760.82,73121,8.922268,0.25457,0,179.7663,1.186055,21.2961,22.57724619,1,3
1557,0,11300,74783,100909,5,0,0,85.66483372,0,34,35.94785471,2,4
1558,0,11400,73760.82,29374,20,0,0,207.9302558,1,15,38.95512474,2,2
1559,0,11400,73760.82,38246,8.922268,0.25457,0,88.88697534,0,10,37.65838877,2,3
1560,0,11400,75705,90727,5,0,0,143.1010326,2,27,42.16992673,1,1
1561,0,11400,66491,89553,4,0,0,212.7832827,0,16,31.12013265,1,3
1562,0,11400,55965,78051,6,0,0,96.29202022,2,14,27.17323223,1,2
1563,0,11400,59813,72873,13,0,0,234.3302405,4,31,39.35147085,1,4
1564,0,11400,125486,195284,0,0,0,354.2902872,0,15,38.14306879,2,2
1565,0,11400,43530,56600,21,0,0,114.982979,0,23,39.4816629,2,3
1566,0,11400,56789,74016,7,0,0,127.6254746,0,16,33.02714356,2,3
1567,0,11400,51203,60716,2,0,0,99.10408262,0,20,38.23531293,1,3
1568,0,11400,73760.82,44849,6,0.25457,0,163.2745947,1.186055,9,23.48111664,2,1
1569,0,11400,73760.82,27439,27,0,0,208.1771125,0,5,23.83011058,2,3
1570,0,11400,28043,87684,20,1,1,229.1779592,0,10,25.48999451,2,4
1571,0,11400,84380,202186,13,0,0,34.91437168,1.186055,7,18.84034872,2,6
1572,0,11400,112930,144830,2,0,0,271.2380373,1,46,33.25107931,1,4
1573,0,11400,84278,200480,14,0,0,4.412770061,1.186055,8,19.11248507,2,6
1574,0,11400,64934,74875,3,0,0,192.3144827,2,16,34.34375572,1,3
1575,0,11400,50166,61395,1,0,0,188.8866823,1,12,26.95045128,1,3
1576,0,11400,52068,80643,2,0,2,199.0877211,0,13,29.46213408,2,3
1577,0,11500,56720,82738,17,0,0,200.4169543,0,16,34.01983769,2,3
1578,0,11500,104790,122169,16,1,0,266.1210566,0,16,34.08217846,1,2
1579,0,11500,53651,87547,18,0,0,191.3968875,0,16,34.36865089,2,3
1580,0,11500,116430,215014,3,0,0,132.0936343,0,14,26.86456847,2,4
1581,0,11500,43945,63337,2,0,1,193.7424854,0,21,27.62349396,1,1
1582,0,11500,53151,71645,7,0,0,135.800476,0,16,35.85161441,2,3
1583,0,11500,70409,89099,9,0,0,169.401652,0,11,40.17443006,1,4
1584,0,11500,61264,75647,11,0,0,262.8901879,3,36,39.5478827,1,2
1585,0,11500,44097,58336,0,0,0,173.3183208,0,20,38.19162602,1,2
1586,0,11500,77143,86862,8,0,1,164.5964029,1,12,39.44969272,1,4
1587,1,11500,21096,38952,13,0,0,129.7,0,5,33.77992,1,2
1588,1,11500,47597.57,75937.5,13.5,0,0,89.4,0,7,33.77992,1,3
1589,1,11500,67000,83000,4,0.25457,0,179.7663,1.186055,21.2961,33.77992,1,4
1590,1,11500,62000,83000,0,5,1,177.5666667,2,34,33.77992,1,3
1591,0,11500,64371,73636,2,0,0,162.1162539,1,35,39.79119895,1,4
1592,0,11500,63136,81099,3,0.25457,0,149.0647448,1.186055,35,28.97594012,1,3
1593,0,11500,29281,37717,15,0,0,61.91544465,0,9,30.70242855,2,1
1594,0,11500,104610,118861,18,0,1,203.7002024,1,16,37.59695145,1,3
1595,0,11500,73760.82,64037,8.922268,0,0,354.1745808,0,7,34.35573924,2,3
1596,0,11500,59781,69864,4,0,1,312.547396,0,9,31.18180135,1,3
1597,0,11500,22758,36922,7,0,1,103.0481171,0,16,19.0201683,1,2
1598,0,11600,82326,94599,0,4,0,179.7663,0,3,29.89362148,1,3
1599,0,11600,64143,78851,6,0,3,201.369922,3,29,35.79580494,1,2
1600,0,11600,92613,108515,11,0,0,206.8225881,3,16,39.11103947,1,3
1601,1,11600,44623,101776,13,6,2,178.0932217,0,29,21.33465191,2,4
1602,1,11600,57939,69774,5,0,0,91.99164592,0,12,72.26409333,1,1
1603,0,11600,50433,107092,5,0,1,225.1816913,0,9,24.95259473,1,4
1604,0,11600,89205,128462,10,0,0,128.1235975,0,21,37.52332471,1,2
1605,0,11600,22635,33353,6,0,0,85.57207035,0,16,19.22387266,1,2
1606,0,11600,35865,50000,8.922268,0,0,78.13333333,0,15,33.77992,1,3
1607,1,11600,57200,72500,5,0,0,34.46666667,4,15,33.77992,1,3
1608,1,11600,45917,60000,10,0,1,304.3666667,3,27,33.77992,1,3
1609,0,11600,96882,118914,13,0,0,176.2219109,2,17,34.7577402,1,4
1610,0,11600,28654,47042,10,0.25457,0,158.0847883,7,29,38.47750484,1,3
1611,0,11600,36357,56514,31,0,0,237.8189664,0,19,20.1815824,1,3
1612,0,11600,33379,51821,31,0,0,247.1205918,0,19,23.66108403,1,3
1613,0,11600,64510,71105,5,0,0,150.263332,1,34,43.23918712,1,4
1614,0,11600,57436,72460,11,0,0,255.1260302,0,27,28.94553178,1,3
1615,0,11600,129432,198705,0,0,0,341.0473292,0,16,39.96325851,2,2
1616,0,11600,73079,101219,7,0,0,152.249875,0,33,34.24962074,2,4
1617,0,11600,73760.82,36474,8.922268,0.25457,1,93.72713803,0,10,37.20295356,2,3
1618,0,11700,42151,58947,22,0,0,122.0303618,0,23,40.08314453,2,3
1619,1,11700,73760.82,67940,3,3,4,204.0255932,1,38,33.77992,2,1
1620,0,11700,78789,91342,5,0,0,128.3606742,2,27,41.95268179,1,1
1621,0,11700,47072,85090,18,0,0,192.2531823,0,16,35.06486468,2,3
1622,0,11700,95411,117927,14,0,0,177.9266958,1,17,34.49056413,1,4
1623,1,11700,54085,68239,2,1,2,8.055265077,3,15,32.01265858,2,3
1624,1,11700,51600,72399,15,0,1,125.36337,4,20,33.77992,2,3
1625,0,11700,52650,63646,0,1,0,194.7609999,1,13,27.61084406,1,3
1626,0,11700,59932,80313,14,0,0,238.4864616,0,32,44.4749177,2,2
1627,0,11700,40266,59097,8.922268,0,0,74.9980986,0,15,39.49702872,1,3
1628,0,11700,73760.82,69125,8.922268,0.25457,0,179.7663,1.186055,21.2961,23.76683213,1,3
1629,0,11700,84863,91737,0,4,0,179.7663,0,4,30.33081149,1,3
1630,0,11700,63724,82252,13,0,0,233.2488794,3,37,40.07527584,1,2
1631,0,11700,59506,85000,3,0,0,37.56666667,2,4,33.77992,1,3
1632,1,11700,69100,85000,3.8,3,0,80.1,0,22,33.77992,1,1
1633,1,11700,62400,78000,20,0,0,216.0666667,2,24,33.77992,1,2
1634,1,11700,63914,93707,7,3,0,162.579837,2,51,69.48065039,1,3
1635,0,11700,37093,62116,8.922268,0.25457,0,179.7663,1.186055,21.2961,37.01094877,1,1
1636,0,11700,74783,86227,7,0,0,116.7568005,0,23,28.01922708,1,1
1637,0,11700,64278,76055,12,0,0,245.2951629,0,26,28.43996584,1,3
1638,0,11700,15163,74500,19,0,2,378.8258185,1,11,20.09078333,1,4
1639,0,11700,56441,86987,17,0,0,198.0327176,0,16,33.93116342,2,3
1640,0,11700,78157,103016,1,0,0,69.80569767,2,24,38.44838712,1,1
1641,0,11700,55119,67931,4,0,0,199.4106992,2,16,27.61633851,1,1
1642,0,11700,56990,83334,4,0,2,177.4326989,0,13,30.9986945,2,3
1643,0,11700,101520,110617,18,0,2,198.5433481,1,16,38.72125945,1,3
1644,0,11700,96532,107600,12,0,0,214.8698167,2,15,40.28741144,1,3
1645,0,11700,68059,86216,3,0.25457,0,175.6585678,1.186055,35,30.25396992,1,3
1646,1,11800,74512,93328,4,5,0,117.91882,1.186055,16,58.29598994,2,2
1647,0,11800,118053,125325,5,0,0,181.1720651,0,18,33.20039732,1,6
1648,0,11800,52104,61618,0,0,0,160.7499314,0,21,37.12951204,1,2
1649,0,11800,79131,102263,5,0,0,105.2538926,0,34,36.07097887,2,4
1650,1,11800,67678,108092,13,0,7,126.6582316,0,36,37.16268969,2,4
1651,0,11800,73760.82,65769,8.922268,0,0,357.3326822,0,7,34.32727654,2,3
1652,0,11800,21813,30436,5,0,1,104.0116359,0,16,19.40846123,1,2
1653,0,11800,44944,57132,8.922268,0,0,74.15604508,0,14,42.81224294,1,3
1654,0,11800,57760,65535,11,0,0,108.4694004,1,18,32.78348357,1,1
1655,0,11800,65062,78004,12,0,0,251.1441957,0,31,43.37237282,2,2
1656,0,11800,67336,82218,12,0,0,255.3135348,3,36,40.87842824,1,2
1657,0,11800,86785,125552,11,0,0,148.1764924,1,22,37.88444933,1,2
1658,0,11800,116742,137385,15,0.25457,1,170.5400351,1,33,30.78500359,1,4
1659,0,11800,38825,51984,8.922268,0,0,82.52779435,0,14,40.88273326,1,3
1660,0,11800,32257,59515,23,0,0,231.5999445,0,29,25.70127642,1,2
1661,0,11800,73760.82,51246,11,0,0,305.5667157,2,13,32.50005907,2,3
1662,0,11800,65012,91614,26,0,0,171.8895469,2,13,42.48851705,2,2
1663,0,11800,53596,69786,5,0.25457,0,126.7877807,1.186055,24,41.04775488,1,1
1664,0,11800,98877,110250,18,0,2,195.8629168,1,16,36.87169942,1,3
1665,0,11800,112146,140781,14,0.25457,0,170.7005075,0,32,29.9424924,1,4
1666,0,11900,44600,63800,9,0,0,243.5,0,18,33.77992,1,3
1667,1,11900,54867,79000,1,0,0,182.6,2,23,33.77992,2,1
1668,0,11900,44142,54299,22,0,0,123.4711472,0,22,37.1549023,2,3
1669,0,11900,56443,86913,12,0,0,119.8594097,0,24,38.86165697,1,2
1670,0,11900,85486,109386,11,0,1,175.5425655,0,28,33.67090818,2,4
1671,1,11900,108763,128780,8,0,0,60.3779329,3,21,49.41811438,1,2
1672,0,11900,56792,64130,13,0,0,118.6125902,1,18,32.6657463,1,1
1673,0,11900,73760.82,39433,8.922268,0.25457,1,81.39482961,0,9,35.50366426,2,3
1674,0,11900,71000,87000,20,0,0,238.4666667,11,24,33.77992,1,1
1675,0,11900,85179,122788,10,0.25457,0,179.7663,1.186055,21.2961,39.43073063,2,3
1676,0,11900,41009,68211,23,0,0,234.9296174,0,28,28.3910393,1,2
1677,0,11900,28329,80963,21,0,0,239.4571177,0,10,24.53499719,2,4
1678,0,11900,117550,144178,15,0.25457,1,170.9458328,1,32,29.09998121,1,4
1679,1,11900,58104,77870,7,0,0,69.43333333,1,19,33.77992,2,3
1680,1,11900,52814,72000,12,0,0,123.6,0,20,33.77992,1,3
1681,0,11900,34222,59948,24,0,0,228.0753508,1,29,25.72883738,1,2
1682,0,11900,26601,52544,0,0,0,240.6943608,0,11,40.77567715,2,3
1683,0,11900,81849,105403,5,0,1,82.63950538,1,34,36.50598321,2,4
1684,1,11900,29822,48574,13,0,0,132.4016914,0,4,36.61115697,1,2
1685,0,11900,201264,227295,10,0,0,239.7433663,0,22,33.77633696,2,4
1686,0,11900,97506,110902,17,0,1,196.568128,2,15,37.99899138,1,3
1687,0,11900,89595,107895,9,0,0,250.4682419,0,24,30.30538811,2,1
1688,1,11900,63833,101776,3,0.25457,0,179.7663,1.186055,21.2961,40.93276678,1,3
1689,0,11900,78959,104371,1,0,0,79.08139722,1,23,40.02421108,1,1
1690,0,11900,83877,208924,15,0,0,12.75204694,1.186055,7,18.24972192,2,6
1691,0,11900,114329,143915,15,0.25457,1,185.5726683,0,32,28.97773866,1,4
1692,0,11900,81318,105454,6,0,0,92.13682104,1,33,37.52575103,2,4
1693,0,11900,61094,74842,12,0,0,250.1998344,0,26,29.73487407,1,3
1694,0,12000,84172,123415,9,0,0,139.0184494,1,21,38.58266988,1,2
1695,0,12000,83560,126479,8,0.25457,0,179.7663,1.186055,21.2961,38.92831569,2,3
1696,0,12000,63019,74204,6,0,0,98.59173833,2,14,24.49043836,1,2
1697,0,12000,41182,59947,23,0,0,118.1799392,0,22,37.13106416,2,3
1698,0,12000,57371,69076,10,1,0,83.25197204,1,19,29.63210826,1,1
1699,0,12000,76799,83864,8,0,0,102.2042743,0,22,27.17193008,1,1
1700,0,12000,35028,55079,23,0,1,108.6339686,0,23,40.79745755,2,3
1701,0,12000,30777,43157,8,0.25457,0,151.699431,7,28,38.17774295,1,3
1702,0,12000,7804,65395,8,2,0,347.1233258,0,21,16.81630749,2,3
1703,0,12000,38130,68707,23,0,0,234.8879805,1,29,26.3012369,1,2
1704,0,12000,15756,53079,23,0,0,259.5550443,0,20,29.39747822,2,2
1705,1,12000,50581,70171,8.922268,0,2,206.3192338,1,12,29.84313667,2,3
1706,0,12000,69796,93757,16,0,1,91.43267591,0,8,24.45938368,1,2
1707,0,12000,102109,121229,2,0,0,104.4825912,0,25,34.76728889,1,3
1708,0,12000,79844,98139,8,0,0,156.9547583,0,34,31.70012432,2,4
1709,1,12000,76345,89036,8,0,0,91.97034976,1,19,50.17306503,2,3
1710,0,12000,35721,52938,23,0,1,125.928071,0,22,38.62702499,2,3
1711,0,12000,72786,84595,4,2,2,198.7693251,3,30,38.09020903,1,2
1712,1,12000,42000,60000,4,1,2,145.5333333,0,23,33.77992,1,3
1713,1,12000,69000,92900,2,0,0,115.9,0,15,33.77992,2,4
1714,1,12000,74427,96270,18,0,1,169.7333333,2,40,33.77992,1,3
1715,1,12000,73760.82,101776,3,0,2,213.6666667,1,15,33.77992,2,3
1716,0,12000,43000,64000,1,0,0,262.9666667,0,21,33.77992,1,3
1717,0,12000,96000,135000,14,0,0,126.8,5,22,33.77992,2,4
1718,0,12000,46000,60200,4,0,0,176.5,0,14,33.77992,1,3
1719,0,12000,87000,101200,13,0.25457,2,151.1333333,1,18,33.77992,1,5
1720,0,12000,98000,123385,10,0,0,170.4333333,3,32,33.77992,2,4
1721,0,12000,76187,93100,0.5,0,0,144.0666667,0,23,33.77992,1,3
1722,0,12000,73000,94900,9,3,0,189.7,1,30,33.77992,1,4
1723,0,12000,150000,175065,7,0.25457,1,206.6666667,4,26,33.77992,1,4
1724,0,12000,29600,61250,7.5,0,0,264.8,1,16,33.77992,1,4
1725,0,12000,73760.82,63000,0,0,0,179.7663,0,0,33.77992,1,3
1726,0,12000,94000,112125,2,0,0,143.0333333,1,22,33.77992,2,2
1727,0,12000,72000,106000,6,0,0,78.06666667,2,14,33.77992,1,3
1728,0,12000,42482,67800,19,0,0,199.9,0,16,33.77992,1,4
1729,0,12000,53800,80000,0.3,0,0,124.7666667,4,11,33.77992,1,3
1730,0,12000,88000,118750,3,0,3,153.5,0,26,33.77992,2,1
1731,0,12000,44000,59500,3.7,0,0,172.5,0,14,33.77992,1,3
1732,0,12000,81000,105250,9,0,0,200.9,2,37,33.77992,1,4
1733,0,12000,36346,54000,8.922268,0,0,114.6666667,2,19,33.77992,1,3
1734,0,12000,81000,99000,20,0,0,136,4,24,33.77992,2,3
1735,0,12000,64000,80000,2,0,0,239.5333333,3,26,33.77992,1,3
1736,1,12000,73760.82,87000,13,0.25457,0,179.7663,1.186055,21.2961,33.77992,1,3
1737,0,12000,85039,111100,0.2,1,2,144.0666667,1,34,33.77992,1,4
1738,0,12000,87000,113850,11,0,0,216.1333333,0,12,33.77992,1,2
1739,1,12000,73760.82,101776,19,0,8,195.8333333,0,13,33.77992,2,3
1740,1,12000,75373,102602,6,2,0,99.36666667,0,21,33.77992,2,3
1741,1,12000,36000,51900,0.1,0,0,247.5,1,10,33.77992,1,3
1742,1,12000,114390,132800,10,0,0,95.73333333,0,25,33.77992,1,1
1743,1,12000,28298,72000,8,0.25457,0,105.5,2,22,33.77992,1,3
1744,1,12000,118000,139350,2,0,0,153.1666667,2,17,33.77992,2,4
1745,1,12000,87917,101776,12.9,0,1,71,0,12,33.77992,1,3
1746,1,12000,58730,80000,10,0.25457,4,123.1,3,25,33.77992,1,2
1747,1,12000,59099,82000,10,0,2,219.1333333,0,33,33.77992,1,3
1748,1,12000,15231,42845.01,6.5,0,1,65.96666667,2,18,33.77992,1,2
1749,1,12000,48786,89800,29.9,0,5,220.1333333,1,16,33.77992,2,4
1750,1,12000,74265,91000,7,1,0,137,0,3,33.77992,2,3
1751,1,12000,42000,58000,5,0,1,113.6333333,1,18,33.77992,1,3
1752,0,12000,76674,97936,5,0,0,147.9142027,2,27,41.22576316,1,1
1753,1,12000,54257,82764,14,1,1,188.3374218,2,31,38.94275964,1,3
1754,0,12000,36072,62960,8,0,0,288.5298732,0,16,22.42300246,1,4
1755,0,12000,97650,115931,11,0,0,199.828042,1,17,34.38794397,1,4
1756,0,12000,73760.82,67446,8.922268,0,0,356.9333304,0,7,37.93444341,2,3
1757,0,12000,88210,114224,8,0,0,203.468979,1,36,41.57297152,1,4
1758,0,12000,84191,100654,0,0,0,79.67788538,1,20,33.77330326,2,4
1759,0,12000,63589,75959,14,1,0,253.616928,1,31,43.15970058,2,2
1760,1,12000,73760.82,33879,8.922268,1,0,121.3795359,0,4,39.69469137,1,3
1761,1,12000,48189,53969,5,0,0,276.3817427,0,18,65.49524315,1,3
1762,0,12000,98428,114820,16,0,1,188.1482082,2,15,36.73772128,1,3
1763,0,12100,56335,86648,17,0,0,206.2470947,0,17,35.12787435,2,3
1764,0,12100,48622,83158,4,0,2,191.5692916,0,12,29.20449955,2,3
1765,0,12100,58556,76724,3,0,1,234.6585447,1,16,37.63925293,2,3
1766,1,12100,186062,227171,0,0,0,67.78084803,1.186055,4,26.990533,2,4
1767,0,12100,13218,82386,7,0,0,262.3942543,0,14,18.43047237,1,3
1768,0,12100,96439,126328,3,0,3,156.3191309,0,26,39.27931325,2,1
1769,0,12100,44484,64398,3,0,0,263.0447041,0,20,28.80398255,1,3
1770,1,12100,29097,72647,8,0.25457,0,109.5148794,1,22,45.30476057,1,3
1771,0,12100,90917,102400,11,0.25457,2,159.874518,0,17,33.45372849,1,5
1772,0,12100,50100,66410,3,0,0,176.0098643,0,14,28.54860369,1,3
1773,0,12100,68941,75029,14,0,0,254.1896555,0,31,43.89784955,2,2
1774,0,12100,50150,65565,4,0,0,166.2317086,0,13,26.64432479,1,3
1775,0,12100,50973,74183,6,0.25457,0,122.691827,1.186055,24,41.12808531,1,1
1776,1,12100,22000,38750,0.8,0,0,167.4,1,17,33.77992,1,3
1777,0,12100,12000,33938,9,0,0,118.7666667,0,11,33.77992,1,1
1778,0,12100,31400,48000,6,1,0,107.5333333,2,16,33.77992,1,3
1779,1,12100,67000,79100,5,0,0,155.2,1,32,33.77992,1,1
1780,0,12100,67927,94126,2,0,0,35.53887812,2,3,38.84759708,1,3
1781,0,12100,73760.82,72731,0,0,0,179.7663,0,0,0.720295007,1,3
1782,0,12100,74594,90555,4,0,0,123.7766246,2,27,41.63484731,1,1
1783,0,12100,83557,98881,6,0,0,102.2257045,1,26,25.78278709,2,4
1784,0,12100,61868,66874,30,0,3,170.4386392,0,23,37.915021,2,3
1785,0,12100,46152,72773,0,0,0,270.4899801,0,20,29.49511599,1,3
1786,0,12100,97185,113004,13,0,0,202.6225313,2,15,37.71664611,1,3
1787,0,12100,105104,144712,13,0,0,129.5188081,5,22,37.41377466,2,4
1788,0,12100,71060,79744,3,0.25457,0,179.8663489,1.186055,35,29.89415099,1,3
1789,0,12100,85121,113744,0,0,2,139.4853397,0,34,33.94343772,1,4
1790,0,12100,28193,34705,0,0.25457,0,179.7663,1.186055,21.2961,37.6180269,1,3
1791,0,12100,18728,34443,9,0,0,117.6482829,0,10,21.58983638,1,1
1792,0,12100,55147,72553,0,0,0,229.4061754,0,10,35.86772963,1,3
1793,0,12100,48149,74539,17,0,0,200.0325616,0,15,23.13097189,1,4
